"","ARO1","term1","ARO2","term2","n_unigenes","gene_class1","gene_class2"
"1446","ARO:3002191","CMY-8b","ARO:3006464","MOX-9",1,"class C beta-lactamase","class C beta-lactamase"
"1447","ARO:3002513","CPS-1","ARO:3003716","LRA-19",1,"class B beta-lactamase","class B beta-lactamase"
"1448","ARO:3006972","CPS-1","ARO:3003716","PLN-1",1,"class B beta-lactamase","class B beta-lactamase"
"1449","ARO:3006864","CRD3-1","ARO:3006884","EFM-1",1,"class B beta-lactamase","class B beta-lactamase"
"1450","ARO:3003564","CRP-1","ARO:3006868","EXO-1",1,"class A beta-lactamase","class A beta-lactamase"
"1451","ARO:3006868","CRP-1","ARO:3008249","KPC-119",1,"class A beta-lactamase","class A beta-lactamase"
"1452","ARO:3006868","CRP-1","ARO:3006187","KPC-58",1,"class A beta-lactamase","class A beta-lactamase"
"1453","ARO:3006869","CSA-1","ARO:3005150","PAC-1",1,"class C beta-lactamase","class C beta-lactamase"
"1454","ARO:3006999","CSA-2","ARO:3006870","SST-1",1,"class C beta-lactamase","class C beta-lactamase"
"1455","ARO:3006942","CSP-1","ARO:3006871","LUS-1",1,"class A beta-lactamase","class A beta-lactamase"
"1456","ARO:3003202","CSP-1","ARO:3006871","TLA-1",1,"class A beta-lactamase","class A beta-lactamase"
"1457","ARO:3001878","CTX-M-103","ARO:3001962","CTX-M-15",1,"class A beta-lactamase","class A beta-lactamase"
"1458","ARO:3005603","CTX-M-103","ARO:3001962","CTX-M-180",1,"class A beta-lactamase","class A beta-lactamase"
"1459","ARO:3001866","CTX-M-103","ARO:3001962","CTX-M-3",1,"class A beta-lactamase","class A beta-lactamase"
"1460","ARO:3001917","CTX-M-114","ARO:3001974","CTX-M-55",1,"class A beta-lactamase","class A beta-lactamase"
"1461","ARO:3001980","CTX-M-121","ARO:3005646","CTX-M-223",1,"class A beta-lactamase","class A beta-lactamase"
"1462","ARO:3007802","CTX-M-13","ARO:3001876","RATA-2",1,"class A beta-lactamase","class A beta-lactamase"
"1463","ARO:3008142","CTX-M-140","ARO:3001998","CTX-M-253",1,"class A beta-lactamase","class A beta-lactamase"
"1464","ARO:3008175","CTX-M-140","ARO:3001998","FONA-12",1,"class A beta-lactamase","class A beta-lactamase"
"1465","ARO:3001999","CTX-M-141","ARO:3005622","CTX-M-199",1,"class A beta-lactamase","class A beta-lactamase"
"1466","ARO:3001999","CTX-M-141","ARO:3008142","CTX-M-253",1,"class A beta-lactamase","class A beta-lactamase"
"1467","ARO:3005603","CTX-M-15","ARO:3001878","CTX-M-180",1,"class A beta-lactamase","class A beta-lactamase"
"1468","ARO:3001866","CTX-M-15","ARO:3001878","CTX-M-3",1,"class A beta-lactamase","class A beta-lactamase"
"1469","ARO:3002009","CTX-M-152","ARO:3001939","CTX-M-78",1,"class A beta-lactamase","class A beta-lactamase"
"1470","ARO:3001866","CTX-M-180","ARO:3005603","CTX-M-3",1,"class A beta-lactamase","class A beta-lactamase"
"1471","ARO:3008142","CTX-M-199","ARO:3005622","CTX-M-253",1,"class A beta-lactamase","class A beta-lactamase"
"1472","ARO:3001883","CTX-M-21","ARO:3008992","PEN-A15",1,"class A beta-lactamase","class A beta-lactamase"
"1473","ARO:3008134","CTX-M-243","ARO:3002483","LRA-5",1,"class A beta-lactamase","class A beta-lactamase"
"1474","ARO:3001866","CTX-M-253","ARO:3008142","CTX-M-3",1,"class A beta-lactamase","class A beta-lactamase"
"1475","ARO:3008159","CTX-M-270","ARO:3001868","CTX-M-5",1,"class A beta-lactamase","class A beta-lactamase"
"1476","ARO:3001866","CTX-M-3","ARO:3008175","FONA-12",1,"class A beta-lactamase","class A beta-lactamase"
"1477","ARO:3001900","CTX-M-38","ARO:3008199","HBL-1",1,"class A beta-lactamase","class A beta-lactamase"
"1478","ARO:3001900","CTX-M-38","ARO:3008821","PAD-1",1,"class A beta-lactamase","class A beta-lactamase"
"1479","ARO:3001900","CTX-M-38","ARO:3009024","PEN-B2",1,"class A beta-lactamase","class A beta-lactamase"
"1480","ARO:3003094","CVI-1","ARO:3006924","imiH",1,"class B beta-lactamase","class B beta-lactamase"
"1481","ARO:3007801","CblA-1","ARO:3002999","RATA-1",1,"class A beta-lactamase","class A beta-lactamase"
"1482","ARO:3003204","CblA-1","ARO:3002999","TLA-3",1,"class A beta-lactamase","class A beta-lactamase"
"1483","ARO:3000578","CcrA","ARO:3006911","CfiA19",1,"class B beta-lactamase","class B beta-lactamase"
"1484","ARO:3000578","CcrA","ARO:3009098","CfiA28",1,"class B beta-lactamase","class B beta-lactamase"
"1485","ARO:3006225","CepA-44","ARO:3006137","PER-16",1,"class A beta-lactamase","class A beta-lactamase"
"1486","ARO:3007801","CepA-49","ARO:3006226","RATA-1",1,"class A beta-lactamase","class A beta-lactamase"
"1487","ARO:3003553","CepS","ARO:3008183","FOX-21",1,"class C beta-lactamase","class C beta-lactamase"
"1488","ARO:3003553","CepS","ARO:3002184","MOX-4",1,"class C beta-lactamase","class C beta-lactamase"
"1489","ARO:3006906","CfiA10","ARO:3006910","CfiA18",1,"class B beta-lactamase","class B beta-lactamase"
"1490","ARO:3006911","CfiA14","ARO:3006908","CfiA19",1,"class B beta-lactamase","class B beta-lactamase"
"1491","ARO:3009098","CfiA14","ARO:3006908","CfiA28",1,"class B beta-lactamase","class B beta-lactamase"
"1492","ARO:3006920","CfiA18","ARO:3006910","CfiA8",1,"class B beta-lactamase","class B beta-lactamase"
"1493","ARO:3006912","CfiA19","ARO:3006911","CfiA2",1,"class B beta-lactamase","class B beta-lactamase"
"1494","ARO:3006912","CfiA2","ARO:3006913","CfiA21",1,"class B beta-lactamase","class B beta-lactamase"
"1495","ARO:3006912","CfiA2","ARO:3006917","CfiA26",1,"class B beta-lactamase","class B beta-lactamase"
"1496","ARO:3006913","CfiA21","ARO:3007006","ZOG-1",1,"class B beta-lactamase","class B beta-lactamase"
"1497","ARO:3006917","CfiA26","ARO:3009100","CfiA30",1,"class B beta-lactamase","class B beta-lactamase"
"1498","ARO:3006917","CfiA26","ARO:3007861","DYB-1",1,"class B beta-lactamase","class B beta-lactamase"
"1499","ARO:3009098","CfiA28","ARO:3007861","DYB-1",1,"class B beta-lactamase","class B beta-lactamase"
"1500","ARO:3003001","CfxA","ARO:3003097","CfxA6",1,"class A beta-lactamase","class A beta-lactamase"
"1501","ARO:3003002","CfxA2","ARO:3003005","CfxA4",1,"class A beta-lactamase","class A beta-lactamase"
"1502","ARO:3003003","CfxA3","ARO:3003097","CfxA6",1,"class A beta-lactamase","class A beta-lactamase"
"1503","ARO:3003005","CfxA4","ARO:3003097","CfxA6",1,"class A beta-lactamase","class A beta-lactamase"
"1504","ARO:3006988","DES-1","ARO:3004780","SGM-2",1,"class A beta-lactamase","class A beta-lactamase"
"1505","ARO:3006989","DES-1","ARO:3004780","SGM-3",1,"class A beta-lactamase","class A beta-lactamase"
"1506","ARO:3002132","DHA-1","ARO:3002144","DHA-13",1,"class C beta-lactamase","class C beta-lactamase"
"1507","ARO:3002132","DHA-1","ARO:3008172","DHA-34",1,"class C beta-lactamase","class C beta-lactamase"
"1508","ARO:3002132","DHA-1","ARO:3002137","DHA-4",1,"class C beta-lactamase","class C beta-lactamase"
"1509","ARO:3002143","DHA-12","ARO:3002140","DHA-9",1,"class C beta-lactamase","class C beta-lactamase"
"1510","ARO:3002137","DHA-13","ARO:3002144","DHA-4",1,"class C beta-lactamase","class C beta-lactamase"
"1511","ARO:3002147","DHA-16","ARO:3008168","DHA-30",1,"class C beta-lactamase","class C beta-lactamase"
"1512","ARO:3002147","DHA-16","ARO:3002140","DHA-9",1,"class C beta-lactamase","class C beta-lactamase"
"1513","ARO:3008168","DHA-30","ARO:3002140","DHA-9",1,"class C beta-lactamase","class C beta-lactamase"
"1514","ARO:3006872","DHT2-1","ARO:3003720","SPG-1",1,"class B beta-lactamase","class B beta-lactamase"
"1515","ARO:3007861","DYB-1","ARO:3003556","SLB-1",1,"class B beta-lactamase","class B beta-lactamase"
"1516","ARO:3006873","EAM-1","ARO:3006885","ELM-1",1,"class B beta-lactamase","class B beta-lactamase"
"1517","ARO:3000842","EBR-1","ARO:3005462","EBR-4",1,"class B beta-lactamase","class B beta-lactamase"
"1518","ARO:3000842","EBR-1","ARO:3007437","EBR-5",1,"class B beta-lactamase","class B beta-lactamase"
"1519","ARO:3005461","EBR-2","ARO:3004463","EBR-3",1,"class B beta-lactamase","class B beta-lactamase"
"1520","ARO:3005462","EBR-2","ARO:3004463","EBR-4",1,"class B beta-lactamase","class B beta-lactamase"
"1521","ARO:3006875","EC-13","ARO:3006874","EC-14",1,"class C beta-lactamase","class C beta-lactamase"
"1522","ARO:3004290","EC-13","ARO:3006874","Escherichia coli ampC beta-lactamase",1,"class C beta-lactamase","class C beta-lactamase"
"1523","ARO:3006881","EC-8","ARO:3007648","PSZ-1",1,"class C beta-lactamase","class C beta-lactamase"
"1524","ARO:3006881","EC-8","ARO:3009046","SFDC-1",1,"class C beta-lactamase","class C beta-lactamase"
"1525","ARO:3003717","ESP-1","ARO:3005668","GOB-19",1,"class B beta-lactamase","class B beta-lactamase"
"1526","ARO:3003717","ESP-1","ARO:3005672","GOB-23",1,"class B beta-lactamase","class B beta-lactamase"
"1527","ARO:3003717","ESP-1","ARO:3005678","GOB-29",1,"class B beta-lactamase","class B beta-lactamase"
"1528","ARO:3002513","ESP-1","ARO:3003717","LRA-19",1,"class B beta-lactamase","class B beta-lactamase"
"1529","ARO:3007374","EVM-1","ARO:3006886","PJM-1",1,"class B beta-lactamase","class B beta-lactamase"
"1530","ARO:3003564","EXO-1","ARO:3004784","FAR-1",1,"class A beta-lactamase","class A beta-lactamase"
"1531","ARO:3003564","EXO-1","ARO:3002326","KPC-16",1,"class A beta-lactamase","class A beta-lactamase"
"1532","ARO:3003564","EXO-1","ARO:3002318","KPC-8",1,"class A beta-lactamase","class A beta-lactamase"
"1533","ARO:3003564","EXO-1","ARO:3009009","PEN-A30",1,"class A beta-lactamase","class A beta-lactamase"
"1534","ARO:3003564","EXO-1","ARO:3009022","PEN-A9",1,"class A beta-lactamase","class A beta-lactamase"
"1535","ARO:3004458","Enterococcus faecalis chloramphenicol acetyltransferase","ARO:3004457","Staphylococcus intermedius chloramphenicol acetyltransferase",1,"cat","cat"
"1536","ARO:3000594","Erm(30)","ARO:3001265","ErmR",1,"erm","erm"
"1537","ARO:3000596","Erm(31)","ARO:3000598","ErmX",1,"erm","erm"
"1538","ARO:3000605","Erm(36)","ARO:3004606","erm(40)",1,"erm","erm"
"1539","ARO:3007654","Erm(38)","ARO:3000601","erm(56)",1,"erm","erm"
"1540","ARO:3000602","Erm(39)","ARO:3007032","Erm(50)",1,"erm","erm"
"1541","ARO:3000602","Erm(39)","ARO:3007033","Erm(51)",1,"erm","erm"
"1542","ARO:3000602","Erm(39)","ARO:3001305","ErmU",1,"erm","erm"
"1543","ARO:3003106","Erm(42)","ARO:3004626","Erm(49)",1,"erm","erm"
"1544","ARO:3001303","Erm(42)","ARO:3003106","ErmO-srmA",1,"erm","erm"
"1545","ARO:3007033","Erm(50)","ARO:3007032","Erm(51)",1,"erm","erm"
"1546","ARO:3004652","Erm(O)-lrm","ARO:3000326","ErmE",1,"erm","erm"
"1547","ARO:3004652","Erm(O)-lrm","ARO:3002823","ErmH",1,"erm","erm"
"1548","ARO:3000595","ErmC","ARO:3000250","ErmT",1,"erm","erm"
"1549","ARO:3002823","ErmE","ARO:3000326","ErmH",1,"erm","erm"
"1550","ARO:3000594","ErmE","ARO:3000326","ErmR",1,"erm","erm"
"1551","ARO:3000595","ErmG","ARO:3000522","ErmT",1,"erm","erm"
"1552","ARO:3002823","ErmH","ARO:3000594","ErmR",1,"erm","erm"
"1553","ARO:3000592","ErmN","ARO:3004605","ermZ",1,"erm","erm"
"1554","ARO:3001303","ErmO-srmA","ARO:3000594","ErmR",1,"erm","erm"
"1555","ARO:3000595","ErmT","ARO:3002825","ErmY",1,"erm","erm"
"1556","ARO:3001305","ErmU","ARO:3001306","ErmW",1,"erm","erm"
"1557","ARO:3004290","Escherichia coli ampC beta-lactamase","ARO:3009046","SFDC-1",1,"class C beta-lactamase","class C beta-lactamase"
"1558","ARO:3004290","Escherichia coli ampC beta-lactamase","ARO:3009096","YOC-1",1,"class C beta-lactamase","class C beta-lactamase"
"1559","ARO:3000166","Escherichia coli soxS with mutation conferring antibiotic resistance","ARO:3003511","tet(B)",1,"MFS efflux pump","variant or mutant"
"1560","ARO:3003511","Escherichia coli soxS with mutation conferring antibiotic resistance","ARO:3003479","tetR",1,"variant or mutant","efflux pump"
"1561","ARO:3000017","EstT","ARO:3007459","OXA beta-lactamase",1,"class D beta-lactamase","mel"
"1562","ARO:3002482","FAR-1","ARO:3004784","LRA-1",1,"class A beta-lactamase","class A beta-lactamase"
"1563","ARO:3004784","FAR-1","ARO:3008997","PEN-A1",1,"class A beta-lactamase","class A beta-lactamase"
"1564","ARO:3004784","FAR-1","ARO:3008998","PEN-A20",1,"class A beta-lactamase","class A beta-lactamase"
"1565","ARO:3004784","FAR-1","ARO:3009007","PEN-A29",1,"class A beta-lactamase","class A beta-lactamase"
"1566","ARO:3006887","FIA-1","ARO:3007000","STA-1",1,"class B beta-lactamase","class B beta-lactamase"
"1567","ARO:3004786","FIM-1","ARO:3008399","NDM-51",1,"class B beta-lactamase","class B beta-lactamase"
"1568","ARO:3008175","FONA-12","ARO:3004792","FONA-5",1,"class A beta-lactamase","class A beta-lactamase"
"1569","ARO:3008175","FONA-12","ARO:3006931","KLUC-5",1,"class A beta-lactamase","class A beta-lactamase"
"1570","ARO:3003561","FONA-12","ARO:3008175","SED-1",1,"class A beta-lactamase","class A beta-lactamase"
"1571","ARO:3004793","FONA-13","ARO:3008176","FONA-6",1,"class A beta-lactamase","class A beta-lactamase"
"1572","ARO:3009036","FONA-13","ARO:3008176","RAHN-3",1,"class A beta-lactamase","class A beta-lactamase"
"1573","ARO:3004793","FONA-5","ARO:3004792","FONA-6",1,"class A beta-lactamase","class A beta-lactamase"
"1574","ARO:3004793","FONA-6","ARO:3006931","KLUC-5",1,"class A beta-lactamase","class A beta-lactamase"
"1575","ARO:3002156","FOX-1","ARO:3002155","FOX-2",1,"class C beta-lactamase","class C beta-lactamase"
"1576","ARO:3008182","FOX-1","ARO:3002155","FOX-20",1,"class C beta-lactamase","class C beta-lactamase"
"1577","ARO:3008180","FOX-15","ARO:3006473","FOX-18",1,"class C beta-lactamase","class C beta-lactamase"
"1578","ARO:3002156","FOX-15","ARO:3006473","FOX-2",1,"class C beta-lactamase","class C beta-lactamase"
"1579","ARO:3008182","FOX-16","ARO:3006474","FOX-20",1,"class C beta-lactamase","class C beta-lactamase"
"1580","ARO:3002158","FOX-16","ARO:3006474","FOX-4",1,"class C beta-lactamase","class C beta-lactamase"
"1581","ARO:3008180","FOX-18","ARO:3002156","FOX-2",1,"class C beta-lactamase","class C beta-lactamase"
"1582","ARO:3002156","FOX-2","ARO:3002159","FOX-5",1,"class C beta-lactamase","class C beta-lactamase"
"1583","ARO:3002156","FOX-2","ARO:3002160","FOX-7",1,"class C beta-lactamase","class C beta-lactamase"
"1584","ARO:3006525","FOX-2","ARO:3002156","PDC-148",1,"class C beta-lactamase","class C beta-lactamase"
"1585","ARO:3006619","FOX-2","ARO:3002156","PDC-241",1,"class C beta-lactamase","class C beta-lactamase"
"1586","ARO:3009041","FOX-2","ARO:3002156","RSC1-1",1,"class C beta-lactamase","class C beta-lactamase"
"1587","ARO:3008182","FOX-20","ARO:3002159","FOX-5",1,"class C beta-lactamase","class C beta-lactamase"
"1588","ARO:3008182","FOX-20","ARO:3002160","FOX-7",1,"class C beta-lactamase","class C beta-lactamase"
"1589","ARO:3008182","FOX-20","ARO:3008390","MOX-22",1,"class C beta-lactamase","class C beta-lactamase"
"1590","ARO:3008182","FOX-20","ARO:3002191","MOX-9",1,"class C beta-lactamase","class C beta-lactamase"
"1591","ARO:3008390","FOX-21","ARO:3008183","MOX-22",1,"class C beta-lactamase","class C beta-lactamase"
"1592","ARO:3002159","FOX-5","ARO:3002160","FOX-7",1,"class C beta-lactamase","class C beta-lactamase"
"1593","ARO:3002874","FosA","ARO:3000149","FosC2",1,"fos","fos"
"1594","ARO:3003209","FosA","ARO:3000149","fosA5",1,"fos","fos"
"1595","ARO:3002872","FosA3","ARO:3005024","FosL1",1,"fos","fos"
"1596","ARO:3003209","FosA4","ARO:3003210","fosA5",1,"fos","fos"
"1597","ARO:3004671","FosB4","ARO:3004673","FosB6",1,"fos","fos"
"1598","ARO:3004671","FosB4","ARO:3007069","FosY",1,"fos","fos"
"1599","ARO:3004674","FosD","ARO:3007069","FosY",1,"fos","fos"
"1600","ARO:3002330","GES-1","ARO:3002343","GES-14",1,"class A beta-lactamase","class A beta-lactamase"
"1601","ARO:3002334","GES-1","ARO:3002330","GES-5",1,"class A beta-lactamase","class A beta-lactamase"
"1602","ARO:3002334","GES-14","ARO:3002343","GES-5",1,"class A beta-lactamase","class A beta-lactamase"
"1603","ARO:3006888","GIL-1","ARO:3006984","RUB-1",1,"class A beta-lactamase","class A beta-lactamase"
"1604","ARO:3001369","GIL-1","ARO:3006888","TEM-153",1,"class A beta-lactamase","class A beta-lactamase"
"1605","ARO:3000935","GIL-1","ARO:3006888","TEM-68",1,"class A beta-lactamase","class A beta-lactamase"
"1606","ARO:3005495","GIM-3","ARO:3008192","VIM-47",1,"class B beta-lactamase","class B beta-lactamase"
"1607","ARO:3007003","GMA-1","ARO:3008193","VHH-1",1,"class A beta-lactamase","class A beta-lactamase"
"1608","ARO:3000850","GOB-1","ARO:3004802","GOB-10",1,"class B beta-lactamase","class B beta-lactamase"
"1609","ARO:3000850","GOB-1","ARO:3004805","GOB-13",1,"class B beta-lactamase","class B beta-lactamase"
"1610","ARO:3000850","GOB-1","ARO:3008195","GOB-17",1,"class B beta-lactamase","class B beta-lactamase"
"1611","ARO:3000850","GOB-1","ARO:3005678","GOB-29",1,"class B beta-lactamase","class B beta-lactamase"
"1612","ARO:3000850","GOB-1","ARO:3005698","GOB-50",1,"class B beta-lactamase","class B beta-lactamase"
"1613","ARO:3000850","GOB-1","ARO:3004814","GOB-7",1,"class B beta-lactamase","class B beta-lactamase"
"1614","ARO:3005696","GOB-10","ARO:3004802","GOB-48",1,"class B beta-lactamase","class B beta-lactamase"
"1615","ARO:3005697","GOB-20","ARO:3005669","GOB-49",1,"class B beta-lactamase","class B beta-lactamase"
"1616","ARO:3006972","GOB-26","ARO:3005675","PLN-1",1,"class B beta-lactamase","class B beta-lactamase"
"1617","ARO:3005693","GOB-27","ARO:3005676","GOB-44",1,"class B beta-lactamase","class B beta-lactamase"
"1618","ARO:3005696","GOB-29","ARO:3005678","GOB-48",1,"class B beta-lactamase","class B beta-lactamase"
"1619","ARO:3005678","GOB-29","ARO:3004814","GOB-7",1,"class B beta-lactamase","class B beta-lactamase"
"1620","ARO:3005678","GOB-29","ARO:3004816","GOB-9",1,"class B beta-lactamase","class B beta-lactamase"
"1621","ARO:3002511","GOB-29","ARO:3005678","LRA-12",1,"class B beta-lactamase","class B beta-lactamase"
"1622","ARO:3004816","GOB-31","ARO:3005680","GOB-9",1,"class B beta-lactamase","class B beta-lactamase"
"1623","ARO:3002511","GOB-31","ARO:3005680","LRA-12",1,"class B beta-lactamase","class B beta-lactamase"
"1624","ARO:3002513","GOB-31","ARO:3005680","LRA-19",1,"class B beta-lactamase","class B beta-lactamase"
"1625","ARO:3002511","GOB-33","ARO:3005682","LRA-12",1,"class B beta-lactamase","class B beta-lactamase"
"1626","ARO:3003670","GOB-38","ARO:3005687","PEDO-1",1,"class B beta-lactamase","class B beta-lactamase"
"1627","ARO:3002511","GOB-44","ARO:3005693","LRA-12",1,"class B beta-lactamase","class B beta-lactamase"
"1628","ARO:3002513","GOB-44","ARO:3005693","LRA-19",1,"class B beta-lactamase","class B beta-lactamase"
"1629","ARO:3005696","GOB-48","ARO:3004814","GOB-7",1,"class B beta-lactamase","class B beta-lactamase"
"1630","ARO:3005096","GPC-1","ARO:3006973","PME-1",1,"class A beta-lactamase","class A beta-lactamase"
"1631","ARO:3005096","GPC-1","ARO:3007802","RATA-2",1,"class A beta-lactamase","class A beta-lactamase"
"1632","ARO:3005096","GPC-1","ARO:3007442","SSA",1,"class A beta-lactamase","class A beta-lactamase"
"1633","ARO:3000938","GPC-1","ARO:3005096","TEM-72",1,"class A beta-lactamase","class A beta-lactamase"
"1634","ARO:3002482","HBL-1","ARO:3008199","LRA-1",1,"class A beta-lactamase","class A beta-lactamase"
"1635","ARO:3008821","HBL-1","ARO:3008199","PAD-1",1,"class A beta-lactamase","class A beta-lactamase"
